bib,title,num,type,note,review,reviewer,source
12435340,Psalter (abridged),1,o,"Annotation at f67v. identifies the author as ""Io. Ost."" and the manuscript as having been written at Castel San Pietro, whilte the author was with the antipope John XXIII ""n. p. io. 23"").",y,dm,dm
12435340,Psalter (abridged),2,o,Ownership inscriptions include early signatures by Phillippus Vergier; robert Lemayn; and Frater Stephanus Vixier.,y,dm,dm
12435340,Psalter (abridged),3,o,"F11v inscribed, in an eighteenth-century hand: ""Bibliotheca Augustinianae Generalis Collegii Parisiensis fol. 10.""",y,dm,dm
12435340,Psalter (abridged),4,o,Layout: single columns of 24 lines.,y,dm,dm
12435340,Psalter (abridged),5,o,Script: gothic bookhand.,y,dm,dm
12435340,Psalter (abridged),6,o,"Decoration: rubricated. one line initials blue with red penwork or red with brown penwork. One large initial with marginal extensiton in red and blue, smudged.",y,dm,dm
12435340,Psalter (abridged),7,o,"Binding: eighteenth-century full brown calf, gilt oval centerpiece on covers. Upper also has large blind oval stamp depicting St. Augustine enthroned between kneeling friars; rebacked.",y,dm,dm
12435394,Florilegium.,1,o,"Bookplate: Jean-Bapiste L'Ecuy, abbatis Praemonstratensis.",y,dm,dm
12435394,Florilegium.,2,o,Layout: single columns of 25-37 lines.,y,dm,dm
12435394,Florilegium.,3,o,Decoration: a few capitals and sections headings in red ink.,y,dm,dm
12435497,Notarial notebook.,1,o,Layout: single columns of variable lines.,y,dm,dm
12435497,Notarial notebook.,2,o,Script: cursive.,y,dm,dm
12435497,Notarial notebook.,3,o,Binding: contemporary limp vellum.,y,dm,dm
12435967,La passe solitaire.,1,o,"Laid in: autograph letter,signed, from the Liverpool bookseller Jaggard to Allan Heywood Bright, 1896 April 27, concerning the unknown early provenance of the manuscript. With autograph and typed notes by Allan Heywood Bright, 1898 and undated.",y,dm,dm
12435967,La passe solitaire.,2,a,Title from ownership inscription by Remy Megret (f80r).,y,dm,dm
12435967,La passe solitaire.,3,o,Opening sentence: Les continuelles meditationes de la volubilite et soudaine mutation des creatures raisonnables.,y,dm,dm
12435967,La passe solitaire.,4,o,Layout: single columns of 19 lines.,y,dm,dm
12435967,La passe solitaire.,5,o,Script: gothic bastarda.,y,dm,dm
12435967,La passe solitaire.,6,o,"Decoration: 13 large full-color miniatures in architectural frames illustrating various events in the allegorical pilgrimage of the author's soul, guided by Dame Inspiration. The opening miniature is full-page and depicts the author asleep beneath a tree hung with her coat of arms. Other subjects include: the soul, accompanied by Dame Inspiration, begins her pilgrimage to the Fontaine de Penitence f.9; Inspiration explains to the soul what needs to be done in order to reach the Fontaine de Penitence f.11, the soul, carried on the back of Inspiration, flies to the Château de Contention diabolique f.17, Inspiration and the soul meet Raison f.20; the soul enters the Chemin de Crainte de Dieu f.35; souls are cleansed in the Fontaine de Penitence f.47; the soul sets off on her journey to the Terre de Promission f.50v; the company journey to the coast where they find boats awaiting them f.53; the company embark f.58; the company sets off on the Navire de Penitence f.61; the company is attacked by seven other boats f.63; the company is swept up by the Vent de Hypocrisie f.69v.",y,dm,dm
12438325,Polychronicon.,1,o,"Pledge note naming ""henrico matthew"" on f376v in a contemporary hand.",y,dm,dm
12438325,Polychronicon.,2,o,"Second parchment front flyleaf recto contains a note on the death of ""myne uncle Oliver Godfraye"" on 2 September 1550. Parchment bifolium (8 x 6 mm.) containing entries on events from 1297 to 1341 sewn onto flyleaf below the note. Verso contains ownership inscription of John Burns dated September 24, 1921 with slip recording auction sale 19 July 1928 pasted in below.",y,dm,dm
12438325,Polychronicon.,3,o,Account fragment in a contemporary secretary hand pasted in on f12r.,y,dm,dm
12438325,Polychronicon.,4,o,"Fragments of the first printed edition of John Gower's Confessio Amantis, printed by William Caxton in Westminster 2 September 1483, (almost one full leaf, d4, Goff G-329) pasted in on f13r. Annotation in pencil below by Sebastian Evans.",y,dm,dm
12438325,Polychronicon.,5,o,Bookplate of Sebastian Evans on front pastedown.,y,dm,dm
12438325,Polychronicon.,6,o,Bookplate of Harold Douthit on front pastedown.,y,dm,dm
12438325,Polychronicon.,7,o,Layout: single columns of 30-42 lines.,y,dm,dm
12438325,Polychronicon.,8,o,Script: secretary hand.,y,dm,dm
12438325,Polychronicon.,9,o,Decoration: rubricated. Two-line initials of blue with red penwork. Pythagorean diagram in red and black tipped in at f88v.,y,dm,dm
12438325,Polychronicon.,10,o,Binding: contemporary leather over beveled wooden boards with two straps and nielloed clasps and catches; repaired and restored in the twentieth century.,y,dm,dm
12438505,Didascalicon.,1,o,Layout: double columns of 50 lines each.,y,dm,dm
12438505,Didascalicon.,2,o,Script: gothic textura.,y,dm,dm
12438505,Didascalicon.,3,o,Decoration: rubricated. Initials in red.,y,dm,dm
12438505,Didascalicon.,4,o,"Binding: nineteenth-century full red morocco, gilt; by Charles Lewis.",y,dm,dm
12438649,L'aiguillon d'amour divine.,1,o,Layout: single columns of 22 lines.,y,dm,dm
12438649,L'aiguillon d'amour divine.,2,o,Script: gothic bastarda.,y,dm,dm
12438649,L'aiguillon d'amour divine.,3,o,"Decoration: rubricated. Five half-page miniatures and one arch-topped miniature, accompanied by full-page borders. The subjects of the miniatures are as follows: f.3 A lady kneeling before St. Jerome, seated, with the lion at his feet. f.10 The same lady presented to the Annunciate Virgin by the Archangel Gabriel, whose scroll greeting the Virgin curls up behind the lady's head as if she too uttered the words. f.19 Coronation of the Virgin with hovering angels on either side with scrolls oriented for them to read 'Hec est regina virginum' and 'Ave maris stella'. f.30v Christ standing in a lush landscape teaching the kneeling apostles and disciples the Lord's Prayer, the words on his scroll coming from Matthew 6:9. f.48 The lady, with her patron St. Jerome, kneeling and offering her soul, in the form of a naked child, up to God above, illustrating the opening words of Psalm 24 (Vulgate) on her scroll; to the right a young man kneeling with his patron saint, a deacon martyr, and the second verse of the psalm continuing on his scroll. f.101 Crucifixion flanked by the lady with the Virgin and the young man with St. John the Evangelist.",y,dm,dm
12438649,L'aiguillon d'amour divine.,4,o,Binding: contemporary blind-stamped brown leather; central panel with lozenges with fleur-de-lys bordered by tooled swans and winged fruit. Two later metal pins and leather straps.,y,dm,dm
12438678,"The [lock] off loue, to be opened withe the [key] of constancye : compiled by the moste carefull caytyfe in christendom, and in lieu off a laste farewell.",1,w,Full spine title: The Lock off Love. Meditatyon upon the 51st Psalme &c. MS.,y,dm,dm
12438678,"The [lock] off loue, to be opened withe the [key] of constancye : compiled by the moste carefull caytyfe in christendom, and in lieu off a laste farewell.",2,o,Layout: single columns of varying lengths.,y,dm,dm
12438678,"The [lock] off loue, to be opened withe the [key] of constancye : compiled by the moste carefull caytyfe in christendom, and in lieu off a laste farewell.",3,o,"Script: almost entirely in secretary script; a few passages, headings and mottos in italic.",y,dm,dm
12438678,"The [lock] off loue, to be opened withe the [key] of constancye : compiled by the moste carefull caytyfe in christendom, and in lieu off a laste farewell.",4,o,"Decoration: some rubrication. Three highly decorated title pages with wide ornamented borders. The title page for The Lock of Love is a rebus title with drawings for the lock and the key. The second and third title pages are in red and black ink. The manuscript also contains a variety of initials, headings and tailpieces with decorative penwork in black ink.",y,dm,dm
12438678,"The [lock] off loue, to be opened withe the [key] of constancye : compiled by the moste carefull caytyfe in christendom, and in lieu off a laste farewell.",5,o,"Binding: nineteenth-century full brown calf, gilt, with armorial centerpiece of the Dukes of Northumberland; compartmented spine, gilt; red leather shelfmark tag: MS 469.",y,dm,dm
12438900,Letters patent for Thomas de Greystoke.,1,o,Great seal of England attached by red silk cord.,y,dm,dm
12438900,Letters patent for Thomas de Greystoke.,2,o,Layout: single column of 19 lines.,y,dm,dm
12438900,Letters patent for Thomas de Greystoke.,3,o,Script: secretary script.,y,dm,dm
12438900,Letters patent for Thomas de Greystoke.,4,o,Decoration: large initial R and calligraphic ascenders in the first line.,y,dm,dm
12440722,Rituale.,1,o,Layout: single columns of 18 lines. Music with square notation on four-line staves.,y,dm,dm
12440722,Rituale.,2,o,Script: gothic bookhand.,y,dm,dm
12440722,Rituale.,3,o,Decoration: rubricated. Initials alternately in red and blue; large opening initial in liquid gold with blue and red penwork.,y,dm,dm
12440722,Rituale.,4,o,"Binding: contemporary blind-stamped calf; one clasp and catch, repaired.",y,dm,dm
12440819,Digestum vetus (incomplete).,1,o,Volume imperfect. Lacks opening leaf and many leaves throughout.,y,dm,dm
12440819,Digestum vetus (incomplete).,2,o,Some marginalia in contemporary and other early hands.,y,dm,dm
12440819,Digestum vetus (incomplete).,3,o,Layout: double columns surrounded by gloss.,y,dm,dm
12440819,Digestum vetus (incomplete).,4,o,Script: early gothic bookhand.,y,dm,dm
12440819,Digestum vetus (incomplete).,5,o,Decoration: rubricated. One-line initials in red or blue with penwork in contrasting ink. Larger initials in blue with red penwork. Numerous decorations in penwork to capitals and text edges.,y,dm,dm
12440819,Digestum vetus (incomplete).,6,o,"Binding: Original? binding of light reversed calf over beveled wooden boards, sewn on nine double thongs. With a sheepskin chemise cover with flaps of skin remaining at foot and foredge. Remains of two clasps attached in recesses cut in earlier binding and passing through holes cut into chemise cover.",y,dm,dm
12441760,Aurea biblia.,1,o,"Signed and dated by the scribe, Jacobus Burenman of Waldsee, canon of the Premonstratension abbey of Schussenried, November 20, 1472.",y,dm,dm
12441760,Aurea biblia.,2,o,Layout: single columns of 25 lines.,y,dm,dm
12441760,Aurea biblia.,3,o,Script: gothic cursive.,y,dm,dm
12441760,Aurea biblia.,4,o,Decoration: rubricated. Initials and some embellishments in red.,y,dm,dm
12441760,Aurea biblia.,5,o,Binding: contemporary blind-tooled pigskin over wooden boards; remains of single clasp.,y,dm,dm
12441865,Brefe cronnacle frome brute to kyng henry the sixte of yngland and scotland.,1,o,"Layout: two columns, the left containing genealogical trees for Scottish and English kings, the right containing genealogical and historical notes.",y,dm,dm
12441865,Brefe cronnacle frome brute to kyng henry the sixte of yngland and scotland.,2,o,Script: secretary script.,y,dm,dm
12441865,Brefe cronnacle frome brute to kyng henry the sixte of yngland and scotland.,3,o,Decoration: numerous calligraphic initials; large royal coat of arms in pen and ink.,y,dm,dm
12441865,Brefe cronnacle frome brute to kyng henry the sixte of yngland and scotland.,4,o,Binding: mounted on linen.,y,dm,dm
12441991,"Armorial, [between 1600 and 1699].",1,o,Decoration: coats of arms in multicolored pen and wash.,y,dm,dm
12441991,"Armorial, [between 1600 and 1699].",2,o,"Binding: seventeenth-century full black morocco, gilt; rebacked.",y,dm,dm
12444180,Hic incipiunt duodecim capitula secundum Ricardum de Hampole.,1,o,"With: multiple entries on front and back flyleaves in Latin and English containing notes on the family history of various members of the Heneage family, 1528-1820 and undated. Also 6 pages of similar notes, laid in.",y,dm,dm
12444180,Hic incipiunt duodecim capitula secundum Ricardum de Hampole.,2,o,"With: two horoscopes on back flyleaves for Michael Heneage, 1532 March 28.",y,dm,dm
12444180,Hic incipiunt duodecim capitula secundum Ricardum de Hampole.,3,o,Layout: single columns of 34 lines.,y,dm,dm
12444180,Hic incipiunt duodecim capitula secundum Ricardum de Hampole.,4,o,Script: anglicana.,y,dm,dm
12444180,Hic incipiunt duodecim capitula secundum Ricardum de Hampole.,5,o,"Decoration: two full-page borders accompanied by three-line foliate initials on a gold ground (ff.1, 40); three three-sided borders (ff.32, 35, 92v), four- and five-line initials in gold on a ground of blue and red with white ornament and leafy sprays extending into the margin (ff.20v, 90v, 92v), one three-line foliate initial on a gold ground with extensions forming a two-sided border (f.81), two-line and three-line initials alternately in gold with blue penwork, or blue with red penwork, usually forming reserved leafy designs within the body of the initial and extending up and down the left margin, one- to six-line paraphs in the text and margins alternately gold with blue penwork or blue with red penwork,",y,dm,dm
12444180,Hic incipiunt duodecim capitula secundum Ricardum de Hampole.,6,o,"Binding: contemporary white doeskin over cushioned boards, sewn on six double bands; remains of two clasps including nails. Lower edge of leaves inscribed ""hylton"" in a contemporary hand. Center of upper board inscribed with a capital E and W-B in a nineteenth century hand.",y,dm,dm
12444277,Wood block of an Achillea Ptarmica.,1,o,Note pasted on back in the hand of French botanist Duhamel du Monceau.,y,dm,dm
12445353,[Record of a land dispute in Avila].,1,o,"Explicit signed and dated by Gonzales de Vega, 14 August 1415.",y,dm,dm
12445353,[Record of a land dispute in Avila].,2,o,Layout: single columns of 29-32 lines.,y,dm,dm
12445353,[Record of a land dispute in Avila].,3,o,Script: cursive chancellery script.,y,dm,dm
12445353,[Record of a land dispute in Avila].,4,o,Decoration: public notary's initials at the bottom of every folio. Some pen flourishing and decorated initials at the start of Latin texts; five two-line initials in red ink with purple penwork; two four-line initials in gold leaf with elaborate purple penwork.,y,dm,dm
12445353,[Record of a land dispute in Avila].,5,o,Binding: contemporary full green sheepskin over pasteboards; remains of ties.,y,dm,dm
12445353,[Record of a land dispute in Avila].,6,o,Written on upper board: 1372. Notario de Auila.,y,dm,dm
12448541,"Interesting narrative of the conquest of the city of Mexico by the American Army under Gen. Scott, [circa 1847].",1,a,Title from first page.,y,dm,dm
12449148,"Letter : Westminster, to John Laeson.",1,o,"Woodcut sign manual of King Edward VI at the head of the document, with ""By the kyng;"" counter-signature of Lord Protector Somerset (""E. Somerset"") at the end of the text.",y,dm,dm
12449148,"Letter : Westminster, to John Laeson.",2,o,Papered seal on verso with address.,y,dm,dm
12449148,"Letter : Westminster, to John Laeson.",3,o,Layout: single column of 19 lines.,y,dm,dm
12449148,"Letter : Westminster, to John Laeson.",4,o,Script: secretary script.,y,dm,dm
12449355,"Lease of land to John Shaw, 1649 February 28.",1,o,"Date in original given as: ""the last day of the twelfth moneth called ffebruary Anno Dom 1648.""",y,dm,dm
12449700,"Atlas des bois et remises appartenants a M. Gigault de Crisenoy : situés dans les communes de la Houssaye et de Nesle la Gilberde, 1797 January 1.",1,o,"Laid in: four additional maps, unfinished, and an autograph document, signed, by Pierre Jacotin, detailing the contents of the survey.",y,dm,dm
12449700,"Atlas des bois et remises appartenants a M. Gigault de Crisenoy : situés dans les communes de la Houssaye et de Nesle la Gilberde, 1797 January 1.",2,o,"Binding: contemporary blue-gray cardboard, stitched. Paper label affixed to front cover: Atlas de Bois de la Houssaye. 1797.",y,dm,dm
12451336,"Collection of essays, fiction, and verse, [circa 1690-1699].",1,o,"Laid in: correspondence and notes concerning the possible attribution of this volume to Richard Philips (1661-1751), governor of Nova Scotia, 1942-1961 and undated.",y,dm,dm
12451336,"Collection of essays, fiction, and verse, [circa 1690-1699].",2,o,Binding: contemporary panelled calf; gilt edges.,y,dm,dm
12451568,Medical miscellany.,1,o,Phillipps MS 8186.,y,dm,dm
12451568,Medical miscellany.,2,o,Bound in later half calf and marbled boards.,y,dm,dm
12451568,Medical miscellany.,3,o,"This manuscript does not have modern foliation. Where possible, the present description uses the incomplete 16th-century foliation, ending at f. 152. Unfoliated pages are referred to using Roman numerals at the beginning of the manuscript, and as if foliated towards the end.",y,dm,dm
12460603,"Letters patent for Sir Francis Annesley, 1619 January 9.",1,o,Date in original given as: nono die Ianuarii anno Regni nostri Anglie Francie et Hibernie decimo sexto et Scotie Quinquagesimo secundo.,y,dm,dm
